"","Watershed","Site","SampleDate","Organization","VisitID","Category","StreamName","VisitYear","LON_DD","LAT_DD","ValleyClass","Channel_Type","CUMDRAINAG","DistPrin1","NatPrin1","NatPrin2","MeanU","SlowWater_Area","SlowWater_Ct","SlowWater_Vol","SlowWater_Pct","FstTurb_Area","FstTurb_Ct","FstTurb_Vol","FstTurb_Pct","FstNT_Ct","FstNT_Vol","FstNT_Pct","Grad","Sin","Lgth_Wet","Area_Wet","WetVol","WetWdth_Int","WetBraid","DpthWet_SD","WetWdth_CV","WetWdth_Avg","WetSCWdth","SlowWater_Freq","FstTurb_Freq","FstNT_Freq","DpthThlwg_Avg","PoolResidDpth","WetSCL_Area","SCSm_Area","WetSC_Pct","SCSm_Freq","SCSm_Vol","Q","SubD16","SubD50","SubD84","Cond","FishCovLW","FishCovTVeg","FishCovArt","FishCovNone","FishCovAqVeg","FishCovTotal","SC_Area","SC_Area_Pct","ChnlUnitTotal_Ct","CU_Ct","CU_Freq","SubEstBldr","SubEstCbl","SubEstSandFines","SubEstGrvl","LWVol_Wet","LWVol_WetFstNT","LWVol_WetFstTurb","LWVol_WetSlow","UcutArea","UcutLgth","LWcnt_Wet","LWFreq_Wet","UcutLgth_Pct","UcutArea_Pct"
"35","South Fork Salmon","CBW05583-159007","2014-08-26","Quantitative Consultants Inc",2055,"Secesh","Lick Creek",2014,-115.82523,45.06818,"Source","Plane-bed",61.624,-1.55,-2.13,1.41,47.9,1253.8695,13,357.5708,57.4694,707.6266,5,152.2047,32.4331,1,36.4648,10.0975,1.6694,1.2241,208.807,2181.8111,546.2404,10.4489,1.1701,0.1601,0.5178,9.6982,5.8285,6.2258,2.3946,0.4789,0.426,0.3548,189.9883,0,8.7079,0,0,0.2566,27,77,189,26.2,2.8998,5.0189,0,92.0813,0,7.9187,0,0,19,19,9.09931180468088,17.7141,29.3157,11.2929,41.6774,18.9145554735415,0.599533688029442,15.1169118800842,3.19810990542787,4.95,5.5,38,18.1986236093618,0.0263401131188131,0.00226875736400828
"36","South Fork Salmon","CBW05583-181535","2014-09-04","Quantitative Consultants Inc",2056,"Secesh","Lick Creek",2014,-115.76239,45.06301,"Depositional","Straight",88.687,-1.55,-2.13,1.41,58.89,862.4846,5,247.5113,23.6184,2209.2897,6,469.4856,60.4995,1,124.7568,15.8821,1.4139,1.0367,291.2882,3651.7647,841.7537,12.5366,1,0.1442,0.238,12.5463,NA,1.7165,2.0598,0.3433,0.3912,0.2499,0,0,0,0,0,0.3608,66,153,295,48,3.2495,5.2799,0,92.2647,0,8.5294,0,0,12,12,4.11963134792278,31.7706,34.5945,9.7038,23.9312,9.30005673242187,0.466840668323443,8.16594178447595,0.667274279622472,NA,NA,22,7.55265747119176,NA,NA
"37","South Fork Salmon","CBW05583-206111","2014-09-10","Quantitative Consultants Inc",2057,"Secesh","West Fork Zena Creek",2014,-115.72808,45.08016,"Source","Step-pool",18.384,-0.7,-1.58,1.38,8.89,285.4054,7,60.0374,34.2999,546.6821,6,112.5172,65.7001,0,0,0,9.3834,1.0776,131.841,832.2522,172.5545,6.3125,1.1942,0.1236,0.2997,5.7916,3.0457,5.3094,4.5509,0,0.3095,0.3381,24.9939,0,3.0038,0,0,0.114,5,77,215,34.5,16.8442,6.7468,0,76.409,0,23.591,0,0,13,13,9.86036210283599,24.3208,15.5551,36.2249,23.8992,18.81923169845,NA,9.31351060296086,9.50572109548912,15.696,10.8,55,41.7169165889215,0.0819168543927913,0.0188596677785892
"38","South Fork Salmon","CBW05583-231826","2014-07-11","Quantitative Consultants Inc",2058,"Secesh","Lake Creek",2014,-115.947875,45.336129,NA,NA,NA,NA,NA,NA,NA,363.3064,5,115.3395,33.4486,722.8576,2,158.9941,66.5514,0,0,0,1.4019,1.1419,149.9853,1086.164,274.3336,7.2418,1,0.1496,0.4468,7.5478,NA,3.3337,1.3335,0,0.3849,0.3839,0,0,0,0,0,0.6958,5,59,121,24.5,3.9834,2.853,0,18.8441,79.672,86.5084,0,0,7,7,4.66712404482306,2.7146,33.1497,20.0546,44.0811,3.55533255208594,NA,1.24658396494443,2.30874858714151,34.414,58.3,12,8.00078407683953,0.388704759733121,0.0316839814245363
"39","South Fork Salmon","CBW05583-235154","2014-07-28","Quantitative Consultants Inc",2059,"Secesh","Lake Creek",2014,-115.919549,45.276072,NA,NA,NA,NA,NA,NA,NA,1047.3475,5,373.927,66.0347,538.7092,4,111.6515,33.9653,0,0,0,0.6298,1.7309,192.5824,1586.0625,485.5785,8.2358,1,0.1911,0.2653,8.0699,NA,2.5963,2.077,0,0.523,0.4671,0,0,0,0,0,0.9767,31,63,130,32.4,4.8969,1.6292,0,78.0548,17.6507,24.1768,0,0,9,9,4.67332424977568,1.6872,37.7818,19.6144,40.9167,13.0560506612742,NA,0.247400421470196,12.808650239804,86.56,118.5,22,11.4236814994517,0.615321026220465,0.0545754029239075
"40","South Fork Salmon","CBW05583-241618","2014-08-06","Quantitative Consultants Inc",2060,"Secesh","Secesh River",2014,-115.853653,45.264778,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6830.5378,1,2027.0302,100,0,0,0,1.2712,1.0955,388.8545,6845.7224,2027.4167,17.6048,1,0.1312,0.0827,17.6058,NA,0,0.2572,0,0.4604,NA,0,0,0,0,0,2.5576,46,119,295,31.7,0,5,0,95,0,5,0,0,1,1,0.257165597929303,25,35,5,35,4.91889371948678,NA,4.91889371948678,NA,3.96,3.5,15,3.85748396893954,0.00900079592752559,0.00057846342118693
"41","South Fork Salmon","CBW05583-317074","2014-07-13","Quantitative Consultants Inc",2061,"Secesh","Summit Creek",2014,-115.924746,45.232766,NA,NA,NA,NA,NA,NA,NA,1757.1376,11,771.5688,81.3801,0,0,0,0,1,166.9054,18.6199,0.3578,1.5087,216.4786,2159.3335,938.4741,9.9748,1.0796,0.2326,0.3135,9.6208,6.3368,5.0813,0,0.4619,0.6884,0.3929,59.1434,0,2.7392,0,0,1.0029,2,20,51,20.5,8.9893,3.4314,0,80.6667,9.062,21.4827,0,0,12,12,5.54327309951192,0,3.5106,49.0213,47.468,16.7136027843263,2.35829150328862,NA,14.3553112810377,76.539,84.7,87,40.1887299714614,0.391262692940549,0.0354456595055836
"42","South Fork Salmon","CBW05583-339922","2014-08-08","Quantitative Consultants Inc",2062,"Secesh","Secesh River",2014,-115.839417,45.268588,NA,NA,NA,NA,NA,NA,NA,778.1345,2,305.7923,14.3382,4648.8823,3,1377.2731,85.6618,0,0,0,1.0451,1.2002,335.348,5427.0729,1683.0656,16.1834,1,0.1329,0.1384,16.1812,NA,0.5964,0.8946,0,0.4528,0.1917,0,0,0,0,0,1.7928,49,120,298,31.4,0.5764,4.6791,0,94.7446,0,5.2554,0,0,5,5,1.49098846571323,27.8526,40,5,27.1474,1.84717794049446,NA,1.20390542874541,0.643272511749046,42.645,37,9,2.68377923828381,0.110333146462779,0.00785782700652501
"43","South Fork Salmon","CBW05583-345375","2014-09-06","Quantitative Consultants Inc",2063,"Secesh","Secesh River",2014,-115.758843,45.068498,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6973.8354,3,3240.5145,100,0,0,0,1.9535,1.0455,341.6779,6973.8353,3240.5144,20.4106,1,0.2041,0.1756,20.3193,NA,0,0.878,0,0.7134,NA,0,0,0,0,0,3.6605,87,261,416,40,5,0,0,95,0,5,0,0,3,3,0.878019912906278,40.7961,34.2307,10,14.9732,8.32491422672923,NA,8.32491422672923,NA,NA,NA,10,2.92673304302093,NA,NA
"44","South Fork Salmon","CBW05583-382610","2014-07-24","Quantitative Consultants Inc",2064,"Secesh","Summit Creek",2014,-115.92991,45.223316,NA,NA,NA,NA,NA,NA,NA,703.2309,4,260.25,65.87,0,0,0,0,3,93.8472,34.13,0.2226,1.4715,146.5459,1067.6239,354.0973,7.2853,1,0.1561,0.1663,7.2495,NA,2.7295,0,2.0471,0.4537,0.3114,0,0,0,0,0,0.4951,0.3602,26,67,22.7,4.7504,1.8483,0,66.7209,30.5875,37.1862,0,0,7,7,4.77666041833992,0,4.7606,35.419,59.8204,3.75365736931624,0.30477375730638,NA,3.44888361200986,40.2,58,19,12.9652211354941,0.39578043466245,0.0376537093259152
"45","South Fork Salmon","CBW05583-404767","2014-08-24","Quantitative Consultants Inc",2065,"Secesh","Lick Creek",2014,-115.795084,45.070282,NA,NA,NA,NA,NA,NA,NA,1039.1043,11,279.7271,42.6164,1399.1664,5,301.8144,57.3836,0,0,0,2.7699,1.0391,222.3756,2438.2837,581.5414,10.9647,1,0.1628,0.1773,10.9978,NA,4.9466,2.2484,0,0.426,0.2516,0,0,0,0,0,0.3633,35,110,253,28.1,6.3505,3.9288,0,90.2429,0,10.2793,0,0,16,16,7.1950339875418,28.1322,32.2242,16.7005,22.9432,3.45246895462577,NA,2.30688719349425,1.14558176113152,1.251,2.7,10,4.49689624221362,0.0121416198539768,0.000513065809364185
"46","South Fork Salmon","CBW05583-412050","2014-07-15","Quantitative Consultants Inc",2066,"Secesh","Lake Creek",2014,-115.94485,45.34728,"Transport","Pool-riffle",25.603,-1.15,-1.76,1.26,16.29,398.3665,6,141.8575,65.0776,124.0201,3,30.6338,20.2601,2,26.3663,14.6624,0.6043,1.4973,148.5711,612.7228,198.9057,4.1241,1,0.1462,0.1724,4.0837,NA,4.0385,2.0192,1.3462,0.437,0.3086,0,0,0,0,0,0.4647,1,18,51,23.1,1.8097,10.7472,0,69.8197,17.6234,30.1803,0,0,11,11,7.4038625277729,0,9.8755,28.0489,62.0756,7.29972065227776,NA,NA,7.29972065227776,37.908,50.2,5,3.36539205807859,0.33788536263109,0.0618681074051757
"47","South Fork Salmon","CBW05583-428434","2014-07-29","Quantitative Consultants Inc",2067,"Secesh","Lake Creek",2014,-115.949904,45.331693,NA,NA,NA,NA,NA,NA,NA,350.7783,4,110.5772,42.4173,424.976,3,70.7919,51.3895,1,11.6154,6.1932,1.1445,1.3893,152.8318,827.3945,192.9847,5.4138,1,0.1499,0.168,5.3654,NA,2.6173,1.9629,0.6543,0.3653,0.406,0,0,0,0,0,0.359,11,54,121,26.6,2.7843,6.8704,0,49.311,41.0343,50.689,0,0,8,8,5.23451271266844,7.4886,42.6902,11.6026,38.2186,1.67794819822721,NA,0.278164467530474,1.39978373069674,24.591,40.2,6,3.92588453450133,0.263034263811589,0.0297210097480706
"48","South Fork Salmon","CBW05583-444818","2014-07-30","Quantitative Consultants Inc",2068,"Secesh","Lake Creek",2014,-115.92562,45.29582,"Depositional","Island_braided",89.223,-1.15,-1.76,1.26,69.45,178.8145,1,74.1074,8.0194,1609.579,3,372.1342,72.1855,2,127.7812,19.1936,1.1559,1.4051,211.0925,2235.2934,575.7791,10.5892,1,0.1316,0.1628,10.4488,NA,0.4737,1.4212,0.9475,0.3804,0.3917,0,13.4131,0.6015,0.4737,1.3062,0.814,6,82,250,22.5,1.6791,3.835,0,64.9932,33.7221,39.2363,13.5,0.6054,6,6,2.84235583926478,12.7548,36.5684,13.3474,37.3294,2.00579695357421,NA,1.03696904911528,0.968827904458922,46.79,51,8,3.78980778568637,0.241600246337506,0.0209323751414468
"49","South Fork Salmon","CBW05583-488223","2014-09-07","Quantitative Consultants Inc",2069,"Secesh","Secesh River",2014,-115.766896,45.128509,NA,NA,NA,NA,NA,NA,NA,3139.4399,8,2197.2713,39.6743,3803.095,4,1765.762,48.0612,1,345.8374,12.2645,2.2264,1.1672,453.8928,7913.0377,4308.8703,17.4337,1,0.3117,0.3221,17.311,NA,1.7625,0.8813,0.2203,0.8915,0.5244,0,0,0,0,0,3.2109,7,177,382,31.9,0.5917,0.5917,0,98.8167,0,1.1833,0,0,13,13,2.86411240715869,33.0342,26.8084,11.0383,25.1498,6.11679870626384,NA,4.20828116920804,1.9085175370558,NA,NA,9,1.98284705110987,NA,NA
"50","South Fork Salmon","CBW05583-505490","2014-08-21","Quantitative Consultants Inc",2070,"Secesh","Summit Creek",2014,-115.89842,45.25438,"Transport","Pool-riffle",38.528,-1.15,-2.03,1.1,29.57,309.8141,3,82.9452,17.1984,1084.4944,3,236.5167,60.2025,1,96.2311,22.599,1.0907,1.0473,188.8661,1801.415,415.693,9.5381,1,0.095,0.1508,9.5023,NA,1.5884,1.5884,0.5295,0.3224,0.1375,0,0,0,0,0,0.4169,17,49,220,28.3,2.2178,9.1401,0,32.8789,55.7633,67.1211,0,0,7,7,3.70632951069567,23.9794,25.6631,14.2411,36.1164,12.5292016462764,1.97072107159688,8.7788861461454,1.77959442853411,3.98,5,41,21.7085014197889,0.0264737822192548,0.0022093742974273
"51","South Fork Salmon","CBW05583-086815","2014-09-08","Quantitative Consultants Inc",2071,"Secesh","Secesh River",2014,-115.756255,45.107317,NA,NA,NA,NA,NA,NA,NA,4206.9143,3,3133.5597,54.7492,2526.6093,3,729.3073,32.8815,1,273.2743,12.3692,0.7042,1.1179,310.0667,7683.9729,4136.1412,24.7817,1,0.4151,0.4571,23.8735,NA,0.9675,0.9675,0.3225,0.9099,0.5975,0,0,0,0,0,1.8615,17,93,288,20.2,0,3.3431,0,92.0212,4.6358,7.9788,0,0,7,7,2.25757877256732,17.5266,14.8171,27.6582,39.9981,12.4384763774315,0.910064413873525,6.35270875260353,5.17570321095448,1.3775,2.75,32,10.3203601031649,0.00886905946365734,0.000179269242347276
"52","South Fork Salmon","CBW05583-374418","2014-07-09","Quantitative Consultants Inc",2072,"Secesh","Secesh River",2014,-115.905135,45.263354,NA,NA,NA,NA,NA,NA,NA,1087.9972,5,474.932,53.2189,838.7647,3,219.2074,41.0278,1,52.0658,5.7533,0.612,1.2066,194.6265,2044.4304,746.2052,10.5044,1,0.1931,0.1849,10.3654,NA,2.569,1.5414,0.5138,0.5491,0.3743,0,0,0,0,0,2.3548,28,63,106,27.1,0,4.3581,0,79.8778,17.7842,22.1422,0,0,9,9,4.62424181701875,2.0984,23.8533,11.893,62.1553,0,NA,NA,NA,28.393,27.4,NA,NA,0.140782473095904,0.0138879758391384
"53","South Fork Salmon","CBW05583-514335","2014-08-11","Quantitative Consultants Inc",2073,"Secesh","Piah Creek",2014,-115.82026,45.26718,"Transport","Pool-riffle",9.949,-1.53,-1.58,1.49,2.57,255.5083,13,79.377,87.0424,38.0364,2,5.0192,12.9576,0,0,0,0.4767,1.6498,106.1941,293.7713,84.3966,2.7664,1,0.1736,0.3062,2.6486,NA,12.2417,1.8833,0,0.3513,0.2134,0,0,0,0,0,0.0347,2,11,21,31.7,7.6837,12.9068,7.0786,64.3895,13.2889,40.9579,0,0,15,15,14.1250785118947,0,0,66.2213,33.7787,1.6088017439217,NA,0.151424765903028,1.45737697801867,28.925,54.5,14,13.1834066111017,0.513211185932175,0.0984609456403672
"54","Upper Grande Ronde","Stky-P5-Ex3","2014-08-06","Oregon Department of Fish and Wildlife",2083,"Meadow Creek Exclosures","Meadow Creek",2014,-118.6019,45.28312,NA,NA,NA,NA,NA,NA,NA,199.88,3,54.078,37.5178,60.0398,7,3.2994,11.2696,4,39.7632,51.2126,0.4697,1.4256,120.7767,533.0541,97.1406,4.4136,1,0.1467,0.292,4.3232,NA,2.4839,5.7958,3.3119,0.2708,0.4607,0,0,0,0,0,0.0209,17,31,76,154.4,1.8989,6.8491,0,91.1696,0.0823,8.8304,0,0,14,14,11.5916397782023,1.3515,26.6004,11.1211,60.927,0.884672491250886,NA,NA,0.884672491250886,14.275,29.5,1,0.827974269871589,0.244252409612119,0.0267796458183138
"55","Upper Grande Ronde","Stky-P5-Ex2","2014-08-05","Oregon Department of Fish and Wildlife",2084,"Meadow Creek Exclosures","Meadow Creek",2014,-118.60066,45.28318,NA,NA,NA,NA,NA,NA,NA,223.8089,5,43.2268,48.3,76.9883,4,6.3097,16.6148,2,19.243,27.9409,0.6438,1.2826,127.4688,463.3919,73.5377,3.6353,1,0.1043,0.3597,3.3315,NA,3.9225,3.138,1.569,0.232,0.1729,0,33.1047,7.1443,0.7845,4.7581,0.0321,16,45,106,98.1,9.8505,3.4582,0,86.6912,0,13.3088,34,7.3375,11,11,8.62956268514334,2.8646,21.8588,16.5046,58.772,6.7879999767033,NA,NA,6.7879999767033,6.715,9.5,10,7.84505698649395,0.0745280413716925,0.0144909740545745
"56","Upper Grande Ronde","Stky-P5-Ex1","2014-08-04","Oregon Department of Fish and Wildlife",2085,"Meadow Creek Exclosures","Meadow Creek",2014,-118.59865,45.2829,NA,NA,NA,NA,NA,NA,NA,217.942,3,41.1933,31.1282,226.5269,5,14.2432,32.3543,3,25.4105,36.5175,1.0481,1.4464,124.4062,700.3095,80.847,5.6292,1,0.1036,0.3238,5.5021,NA,2.4115,4.0191,2.4115,0.1804,0.2805,0,0,0,0,0,0.0301,27,55,102,100.7,5.0639,4.3337,0,90.6025,0,9.3975,0,0,11,11,8.84200305129487,5.0826,29.8537,16.3216,45.8445,13.4818307136152,0.887499924639117,3.43116895643443,9.16316183254169,1.37,4,11,8.84200305129487,0.032152738368345,0.00195627790284153
"57","Upper Grande Ronde","Stky-P3-Ex1","2014-07-24","Oregon Department of Fish and Wildlife",2086,"Meadow Creek Exclosures","Meadow Creek",2014,-118.54206,45.26908,NA,NA,NA,NA,NA,NA,NA,270.6109,4,46.7955,37.1137,281.7599,4,21.4163,38.6427,3,19.7919,24.2436,0.8616,1.4077,113.1418,729.1475,88.0037,6.4445,1,0.0854,0.1928,6.4497,NA,3.5354,3.5354,2.6515,0.2039,0.2251,0,0,0,0,0,0.0573,13,38,87,100.9,9.0062,1.8968,0,87.434,2.1572,13.0602,0,0,11,11,9.72231306201598,3.3967,23.0057,16.8543,56.7433,22.7083741779431,4.56017881631827,0.673478925113312,17.4747164365115,1.3,4,16,14.1415462720232,0.0353538656800581,0.00178290400776249
"58","Upper Grande Ronde","Stky-P3-Ex2","2014-07-28","Oregon Department of Fish and Wildlife",2087,"Meadow Creek Exclosures","Meadow Creek",2014,-118.54294,45.26856,NA,NA,NA,NA,NA,NA,NA,65.214,1,7.9457,12.4205,269.9377,3,19.3146,51.4118,3,18.7769,36.1677,0.7486,1.0414,98.4762,525.0501,46.0373,5.3317,1,0.0509,0.2105,5.2527,NA,1.0155,3.0464,3.0464,0.1335,0.1117,0,0,0,0,0,0.038,17,41,85,105.6,1.8631,1.5847,0,93.7967,2.7555,6.2033,0,0,7,7,7.10831652724212,0.621,22.5982,13.0891,63.6916,5.48671302967823,NA,NA,5.48671302967823,NA,NA,3,3.04642136881805,NA,NA
"59","Upper Grande Ronde","Stky-P3-Ex3","2014-07-29","Oregon Department of Fish and Wildlife",2088,"Meadow Creek Exclosures","Meadow Creek",2014,-118.54502,45.26664,NA,NA,NA,NA,NA,NA,NA,255.6786,2,80.8586,37.2181,359.1223,3,24.2475,52.2759,1,5.8535,10.506,0.5779,1.3904,136.6266,686.9746,110.9596,5.0281,1,0.184,0.3271,4.9646,NA,1.4638,2.1958,0.7319,0.2587,0.4323,0,0,0,0,0,0.0326,27,52,106,106.4,2.1993,4.4747,0,91.1424,2.1836,8.8576,0,0,6,6,4.39153137090435,2.1836,31.7366,20.8451,45.2347,0.623763221370253,NA,NA,0.623763221370253,2.22,3,1,0.731921895150725,0.0219576568545217,0.00323156052640083
"60","Upper Grande Ronde","Stky-P2-Ex2","2014-07-22","Oregon Department of Fish and Wildlife",2089,"Meadow Creek Exclosures","Meadow Creek",2014,-118.52765,45.26877,NA,NA,NA,NA,NA,NA,NA,294.1011,5,36.3576,36.2053,207.5882,4,16.4746,25.5551,1,49.6235,38.2396,0.6247,1.081,126.9696,812.3155,102.4557,6.3977,1,0.1064,0.3578,6.2749,NA,3.938,3.1504,0.7876,0.2559,0.2518,0,0,0,0,0,0.045,14,51,95,97,3.7579,2.1808,0,94.0613,0,5.9387,0,0,10,10,7.87590100307475,3.4149,11.5511,20.6741,64.3599,20.783598898905,5.08938009881547,NA,15.6942188000895,5.345,10,6,4.72554060184485,0.0787590100307475,0.00657995569455464
"61","Upper Grande Ronde","Stky-P2-Ex3","2014-07-23","Oregon Department of Fish and Wildlife",2090,"Meadow Creek Exclosures","Meadow Creek",2014,-118.52893,45.26936,NA,NA,NA,NA,NA,NA,NA,242.0839,4,42.5113,28.8234,340.237,5,28.4354,40.5099,2,40.383,30.6667,0.743,1.0683,117.128,839.8861,111.3297,7.1707,1,0.1002,0.164,7.077,NA,3.4151,4.2688,1.7075,0.2098,0.2411,0,0,0,0,0,0.0662,16,43,92,107.9,8.1021,8.1062,0,83.4783,0.7001,16.9084,0,0,11,11,9.39143501126972,6.0316,34.0863,14.1826,45.6995,18.6546986371999,2.84015683847785,0.0318086256175967,15.7827331731044,NA,NA,10,8.53766819206338,NA,NA
"62","Upper Grande Ronde","Stky-P2-Cntrl","2014-07-21","Oregon Department of Fish and Wildlife",2091,"Meadow Creek Exclosures","Meadow Creek",2014,-118.52577,45.26803,NA,NA,NA,NA,NA,NA,NA,144.1378,2,18.0808,14.9575,559.9564,4,30.8234,58.108,3,24.6276,26.9345,0.9431,1.0761,124.5625,963.6084,73.5318,7.7359,1,0.0657,0.2156,7.6137,NA,1.6056,3.2112,2.4084,0.1474,0.2584,0,0,0,0,0,0.0419,29,53,98,171,4.1577,1.8074,0,94.103,0.2851,6.2502,0,0,9,9,7.22528850978424,3.3433,33.2355,10.7063,52.7149,10.930778939084,0.589048622548086,2.53243783805873,7.80929247847717,NA,NA,8,6.42247867536377,NA,NA
"63","Upper Grande Ronde","Stky-P2-Ex1","2014-07-17","Oregon Department of Fish and Wildlife",2092,"Meadow Creek Exclosures","Meadow Creek",2014,-118.5228,45.26594,NA,NA,NA,NA,NA,NA,NA,272.0822,5,46.4478,45.9244,159.1546,4,13.4875,26.8635,3,18.8102,27.2122,0.8261,1.1544,132.8138,592.4641,78.7455,4.4609,1,0.0951,0.3141,4.4664,NA,3.7647,3.0117,2.2588,0.214,0.2445,0,0,0,0,0,0.0558,18,51,99,87.5,2.0354,5.7365,0,91.077,1.949,9.7209,0,0,12,12,9.03520567892794,2.2967,39.1813,9.7218,48.8002,3.14721924603237,NA,NA,3.14721924603237,4.27,11.5,4,3.01173522630931,0.0865873877563928,0.00720718774352741
"64","CHaMP Training","MOCK2012-000022","2014-06-09","Sitka Technology Group",2100,"Dry Creek","Dry Creek",2014,-118.1113,45.61885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","CHaMP Training","MOCK2012-000126","2014-06-09","Sitka Technology Group",2102,"Spring Creek","Spring Creek",2014,-118.29233,45.34137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","CHaMP Training","MOCK2012-000085","2014-03-31","Sitka Technology Group",2108,"Spring Creek","Spring Creek",2014,-118.31031,45.35277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","CHaMP Training","MOCK2012-000143",NA,"Sitka Technology Group",2118,"Milk Creek","Milk Creek",2014,-117.71653,45.1343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Upper Grande Ronde","CBW05583-095642","2014-06-17","Oregon Department of Fish and Wildlife",2123,"Grande Ronde Steelhead-Transport-Private","McCoy Creek",2014,-118.56529,45.35114,"Transport","Pool-riffle",43.633,-0.2,-0.41,0.00546,7.9,175.9638,3,20.266,17.1406,297.9545,3,14.4694,29.0237,3,49.0577,53.8357,0.8039,1.1441,161.2992,1026.6659,83.7931,6.365,1,0.0618,0.2531,6.3323,NA,1.8599,1.8599,1.8599,0.1475,0.0821,0,0,0,0,0,0.0364,3,26,59,56.9,0.7645,1.7201,0,95.8037,2.213,4.6977,0,0,9,9,5.57969289370313,1.7116,23.5028,27.8932,46.6499,0.750212325677243,0.750212325677243,NA,NA,NA,NA,3,1.85989763123438,NA,NA
"69","Upper Grande Ronde","CBW05583-149594","2014-06-30","Oregon Department of Fish and Wildlife",2124,"Grande Ronde Steelhead-Source-Private","Dark Canyon Creek",2014,-118.39024,45.29675,"Source","Plane-bed",42.445,-0.3,-0.44,-0.01,6.93,57.964,3,5.8834,10.1923,300.5998,3,24.2063,52.8571,3,19.2607,36.9505,1.8446,1.212,153.2188,568.7095,49.3504,3.7117,1,0.0601,0.3482,3.6487,NA,1.958,1.958,1.958,0.1432,0.0968,0,0,0,0,0,0.0214,15,39,59,60.5,3.0717,1.5266,0,90.5223,4.8794,9.4777,0,0,9,9,5.8739528047472,5.8187,31.4444,22.9515,39.7854,1.20495786228437,0.24928537706235,0.955672485222015,NA,NA,NA,2,1.30532284549938,NA,NA
"70","Upper Grande Ronde","CBW05583-240730","2014-06-25","Oregon Department of Fish and Wildlife",2126,"Grande Ronde Steelhead-Depositional-Private","Rock Creek",2014,-118.225951,45.341574,NA,NA,NA,NA,NA,NA,NA,38.3388,3,6.6886,5.5108,522.0148,4,38.0773,75.0347,2,11.9823,17.8338,2.3296,1.0999,116.062,684.4621,56.7482,5.8974,1,0.0763,0.3126,5.802,NA,2.5848,3.4464,1.7232,0.1717,0.1677,0,11.2753,1.6207,0.8616,0,0.0703,12,76,195,85,4.6699,5.5223,0,89.2399,2.4961,12.6883,300,43.1221,9,9,7.75447605590116,9.6584,42.2744,10,35.6281,1.9942830164988,NA,1.9942830164988,NA,0.7,2,1,0.861608450655684,0.0172321690131137,0.00102270089169291
"71","Upper Grande Ronde","CBW05583-275866","2014-06-24","Oregon Department of Fish and Wildlife",2127,"Grande Ronde Steelhead-Transport-Public","Meadow Creek",2014,-118.6499,45.29354,"Transport","Pool-riffle",29.744,-0.44,-0.45,0.06,8.21,322.8659,8,109.4085,75.222,106.3517,6,9.4279,24.778,0,0,0,0.825,1.1336,130.8773,429.2598,118.8364,3.2799,1,0.2476,0.3523,3.1801,NA,6.1126,4.5844,0,0.3834,0.3773,0,0,0,0,0,NA,7,18,39,70.4,20.3011,2.2734,0,68.6348,8.7908,31.3652,0,0,14,14,10.6970421914266,0.8288,23.1817,26.0517,49.9378,3.19354674209853,NA,0.0865901475145687,3.10695659458397,2.035,5.5,9,6.87666998020283,0.0420240943234617,0.00474071879081153
